OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
2,7,0.05,7,5,5,0.37,1
0,0,0.01,151,6,30,0.74,1
0,0,0.01,28,12,14,0.58,1
0,0,0.03,36,1,1,0.55,1
4,15,0.03,2,4,1,0.57,0
0,0,0.06,2,7,2,0.51,1
0,0,0.01,31,9,5,0.4,1
3,10,0.03,3,7,4,0.56,0
4,15,0.04,881,8,45,0.62,1
1,5,0.05,20,2,35,0.84,0
1,5,0.02,101,6,36,0.62,1
2,7,0.05,2,3,5,0.4,0
2,7,0.07,700,3,24,0.41,1
2,7,0.07,6783,7,24,0.06,1
2,7,0.09,21,30,9,0.37,1
2,7,0.03,74,2,15,0.65,1
1,5,0.01,2,6,1,0.56,1
3,10,0.08,16,46,13,0.37,1
2,7,0.05,2,1,5,0.4,0
2,7,0.07,700,1,24,0.41,1
2,7,0.07,6783,2,24,0.06,1
2,7,0.03,74,1,15,0.65,1
3,10,0.07,66,3,6,0.58,1
3,10,0.08,16,12,13,0.37,1
0,0,0.07,15,23,4,0.08,1
3,10,0.07,4,4,1,0.39,0
3,10,0.03,23,1,9,0.44,0
3,10,0.03,897,6,20,0.38,1
0,0,0.07,15,60,4,0.08,1
0,0,0.02,4,9,7,0.39,1
1,5,0.1,3,47,2,0.58,1
3,10,0,12,11,9,0.59,1
0,0,0.02,4,2,7,0.39,0
0,0,0.09,3,6,1,0.59,1
0,0,0.01,5,6,8,0.08,0
0,0,0.05,3,11,4,0.56,1
1,5,0.1,3,12,2,0.58,1
1,5,0.04,126,1,9,0.59,1
4,15,0.01,8,24,1,0.43,1
4,15,0.06,3,19,4,0.56,1
2,7,0,5,30,5,0.79,1
4,15,0.01,8,6,1,0.43,1
4,15,0.06,3,5,4,0.56,0
1,5,0.03,298,12,15,0.57,1
1,5,0.05,30,11,9,0.74,1
2,7,0,5,8,5,0.79,1
0,0,0.02,6,4,9,0.37,0
4,15,0.05,71,8,47,0.56,1
4,15,0.05,12,12,2,0.55,1
1,5,0.08,400,5,12,0.56,1
0,0,0.08,298,5,15,0.57,1
0,0,0.02,13,11,14,0.73,1
0,0,0.06,14,5,7,0.52,1
0,0,0.05,4,7,7,0.49,1
0,0,0.03,11,5,5,0.36,1
1,5,0.05,351,12,39,0.55,1
1,5,0,9,28,1,0.38,1
0,0,0.09,28,40,20,0.67,1
2,7,0.1,41,10,7,0.74,1
0,0,0.01,60,27,4,0.57,1
1,5,0.05,351,3,39,0.55,1
1,5,0,9,7,1,0.38,1
1,5,0.02,2,11,1,0.83,1
0,0,0.09,28,10,20,0.67,1
2,7,0.1,41,3,7,0.74,1
4,15,0.03,351,11,30,0.61,1
4,15,0.04,2,8,1,0.35,0
1,5,0.02,48,3,5,0.37,1
1,5,0.07,6,13,6,0.36,1
4,15,0.06,2,4,5,0.43,0
4,15,0.08,116,5,56,0.4,1
4,15,0.08,4,7,1,0.56,0
0,0,0.1,208,4,68,0.58,1
0,0,0.07,90,2,20,0.4,1
0,0,0.01,9,1,7,0.45,0
0,0,0.02,4,4,1,0.56,1
4,15,0.08,8,7,9,0.58,1
4,15,0.1,19,3,10,0.37,0
2,7,0.06,20,7,11,0.6,1
2,7,0.06,321,6,59,0.57,1
3,10,0.08,8,25,8,0.49,1
0,0,0,9,48,6,0.38,1
2,7,0.06,7,7,2,0.38,1
1,5,0.01,5,10,5,0.36,1
1,5,0.04,6,12,1,0.39,1
3,10,0.08,8,6,8,0.49,1
4,15,0.09,3,2,1,0.56,0
0,0,0,9,12,6,0.38,1
2,7,0.06,7,2,2,0.38,0
4,15,0.02,111,6,14,0.69,1
1,5,0.04,23,37,9,0.44,1
1,5,0.04,3,20,2,0.57,1
1,5,0.01,126,25,9,0.59,1
4,15,0.02,111,2,14,0.69,1
4,15,0.01,8,8,3,0.4,1
1,5,0.04,23,9,9,0.44,1
1,5,0.04,3,5,2,0.57,1
1,5,0.01,126,6,9,0.59,1
2,7,0.06,49,29,6,0.38,1
2,7,0.1,6,12,8,0.39,1
2,7,0.03,2,10,1,0.52,1
4,15,0.09,2,9,1,0.52,0
4,15,0.95,179,1,29,0.76,1
2,7,0,13,9,6,0.57,1
4,15,0.01,2,46,2,0.59,1
2,7,0.1,8,18,1,0.36,1
2,7,0,126,3,3,0.59,1
2,7,0.1,12,25,2,0.55,1
2,7,0.05,328,6,91,0.57,1
2,7,0.03,90,1,20,0.4,1
2,7,0.06,23,7,8,0.39,1
4,15,0.08,31,10,20,0.39,1
4,15,0.01,2,12,2,0.59,0
2,7,0.06,16,8,2,0.42,1
0,0,0.05,28,10,6,0.55,1
2,7,0.05,15,3,13,0.43,0
2,7,0.05,4,3,2,0.36,0
2,7,0.02,12,12,6,0.35,1
2,7,0.02,16,17,18,0.59,1
2,7,0.05,351,25,39,0.55,1
2,7,0.04,16,20,9,0.49,1
3,10,0.05,58,13,1,0.38,1
2,7,0.02,12,3,6,0.35,0
2,7,0.05,351,6,39,0.55,1
2,7,0.04,16,5,9,0.49,1
1,5,0.09,3,10,1,0.56,1
4,15,0.09,207,5,1,0.55,1
4,15,0.1,19,1,9,0.37,0
4,15,0,120,5,56,0.39,1
3,10,0.02,141,27,53,0.65,1
4,15,0.02,60,9,4,0.57,1
1,5,0.07,4,33,7,0.39,1
2,7,0.04,280,16,23,0.59,1
2,7,0.02,5,36,1,0.36,1
2,7,0.02,30,46,1,0.37,1
3,10,0.95,32,9,46,0.65,1
0,0,0.04,356,8,59,0.64,1
0,0,0.09,20,5,9,0.37,1
2,7,0.08,8,10,5,0.35,1
2,7,0.03,105,10,24,0.61,1
2,7,0.02,5,9,1,0.36,1
2,7,0.02,30,12,1,0.37,1
4,15,0.04,10,9,2,0.43,1
4,15,0,20,9,14,0.47,1
4,15,0.09,33,2,6,0.75,1
1,5,0.02,881,8,45,0.62,1
4,15,0.01,81,3,35,0.83,1
3,10,0.02,15,9,10,0.36,1
3,10,0.07,180,7,20,0.48,1
3,10,0.02,92,11,40,0.67,1
2,7,0.07,3,12,1,0.38,1
2,7,0,218,10,29,0.68,1
0,0,0,7,5,8,0.58,1
0,0,0.07,31,11,6,0.4,1
2,7,0.01,74,5,12,0.67,1
1,5,0.1,238,30,24,0.5,1
1,5,0.03,200,21,24,0.46,1
1,5,0.08,68,5,1,0.58,1
3,10,0.01,14,6,7,0.52,1
1,5,0.1,238,8,24,0.5,1
1,5,0.03,200,5,24,0.46,1
1,5,0.08,68,1,1,0.58,1
2,7,0.01,12,6,7,0.5,1
4,15,0.06,2,1,4,0.53,0
0,0,0.1,126,4,9,0.57,1
3,10,0.01,3,5,1,0.38,0
3,10,0.08,151,31,14,0.38,1
3,10,0.03,26,15,14,0.6,1
3,10,0.1,32,39,35,0.81,1
2,7,0.09,40,10,7,0.67,1
2,7,0.06,376,24,86,0.74,1
2,7,0.08,91,12,56,0.74,1
2,7,0.07,6,3,5,0.4,0
3,10,0.01,3,1,1,0.38,0
3,10,0.03,14,8,5,0.49,1
3,10,0.08,151,8,14,0.38,1
3,10,0.03,26,4,14,0.6,1
3,10,0.1,32,10,35,0.81,1
2,7,0.02,111,4,3,0.57,1
2,7,0.02,111,1,3,0.57,1
0,0,0.08,206,10,3,0.59,1
4,15,0.09,3,9,1,0.58,0
4,15,0.03,44,10,9,0.58,1
4,15,0.06,1,13,1,0.38,0
2,7,0,7,36,2,0.39,1
3,10,0.06,55,1,14,0.37,0
3,10,0.02,2,3,2,0.59,0
1,5,0.02,60,1,4,0.57,1
1,5,0.03,5,9,6,0.36,1
2,7,0,7,9,2,0.39,1
2,7,0.03,32,8,35,0.81,1
3,10,0.06,55,1,14,0.37,0
3,10,0.02,2,1,2,0.59,0
2,7,0.02,421,10,20,0.35,1
2,7,0.02,241,1,60,0.56,1
4,15,0.09,96,4,5,0.56,1
4,15,0.08,16,23,9,0.64,1
4,15,0.1,32,11,2,0.42,1
1,5,0.07,575,8,24,0.06,1
1,5,0.1,50,46,20,0.45,1
0,0,0,7,9,2,0.38,1
4,15,0.03,8,4,3,0.59,1
1,5,0.09,161,11,30,0.62,1
1,5,0.09,6,10,1,0.39,1
1,5,0,5,8,1,0.36,1
0,0,0.05,8,2,6,0.36,0
0,0,0.95,219,10,70,0.15,1
4,15,0.06,45,37,2,0.55,1
1,5,0.01,3,4,1,0.37,0
4,15,0.06,81,10,34,0.37,1
1,5,0.02,1,38,1,0.38,1
3,10,0.09,123,49,70,0.74,1
4,15,0.95,154,8,69,0.68,1
0,0,0,8,11,8,0.49,1
3,10,0.09,123,12,70,0.74,1
0,0,0.02,36,7,5,0.85,1
2,7,0.07,14,47,6,0.38,1
1,5,0.03,3,2,1,0.58,0
2,7,0.05,2,8,6,0.37,0
2,7,0.03,6,9,7,0.37,1
2,7,0.08,146,11,80,0.71,1
2,7,0.07,14,12,6,0.38,1
1,5,0.03,3,1,1,0.58,0
2,7,0,5,12,1,0.36,1
2,7,0.01,7,6,11,0.37,0
2,7,0.1,7,3,7,0.37,0
2,7,0.05,13,2,1,0.35,1
2,7,0.06,6,9,3,0.54,1
1,5,0.08,145,8,18,0.56,1
1,5,0.07,34,5,19,0.58,1
1,5,0.07,30,13,2,0.5,1
1,5,0.03,8,5,5,0.4,1
2,7,0.07,2,10,2,0.51,1
2,7,0.08,10,15,13,0.57,1
2,7,0.07,501,10,28,0.38,1
2,7,0.1,178,1,20,0.55,1
1,5,0.07,3,12,1,0.55,1
1,5,0.1,196,2,4,0.58,1
4,15,0,7,7,2,0.37,1
4,15,0.06,280,6,23,0.59,1
3,10,0.02,260,8,67,0.65,1
4,15,0.09,1000,1,14,0.06,1
3,10,0.02,71,4,69,0.68,1
3,10,0.03,206,1,9,0.6,1
1,5,0.03,161,11,30,0.62,1
2,7,0.05,7,46,6,0.37,1
2,7,0.03,18,14,9,0.59,1
2,7,0.07,31,46,3,0.35,1
1,5,0.04,20,8,9,0.37,1
1,5,0.08,126,7,8,0.58,1
2,7,0.07,31,12,3,0.35,1
0,0,0.07,180,4,20,0.48,1
0,0,0.07,180,1,20,0.48,1
3,10,0.1,106,5,14,0.65,1
4,15,0.01,14,7,8,0.39,1
3,10,0.04,11,10,5,0.36,1
4,15,0.01,14,2,8,0.39,0
2,7,0.06,6,6,5,0.38,1
2,7,0,20,11,14,0.47,1
4,15,0.08,61,17,49,0.59,1
4,15,0.07,271,36,50,0.77,1
3,10,0.05,206,12,9,0.58,1
3,10,0.08,206,5,9,0.56,1
3,10,0.01,2036,2,15,0.55,1
4,15,0.07,271,9,50,0.77,1
2,7,0.03,13,1,7,0.38,0
1,5,0.1,7,15,0,0.38,1
1,5,0.08,7,20,2,0.52,1
2,7,0.06,7,17,6,0.39,1
3,10,0.08,14,13,7,0.38,1
3,10,0.04,3,22,2,0.39,1
2,7,0.03,13,1,7,0.38,0
0,0,0.04,151,6,14,0.38,1
0,0,0.04,176,4,12,0.62,1
1,5,0.1,7,4,0,0.38,1
1,5,0.08,7,5,2,0.52,1
2,7,0.05,6,9,8,0.37,1
2,7,0.06,7,4,6,0.39,0
3,10,0.04,3,6,2,0.39,0
3,10,0.05,116,10,3,0.55,1
4,15,0.03,194,42,12,0.59,1
4,15,0.02,121,44,59,0.75,1
3,10,0.05,81,11,30,0.4,1
3,10,0,6,2,10,0.37,0
4,15,0.03,194,11,12,0.59,1
4,15,0.02,121,11,59,0.75,1
2,7,0.1,7,12,5,0.35,1
1,5,0.04,61,4,12,0.64,1
4,15,0.09,348,8,40,0.62,1
0,0,0,237,34,59,0.61,1
1,5,0.04,61,1,12,0.64,1
4,15,0.09,348,2,40,0.62,1
0,0,0,237,9,59,0.61,1
0,0,0.1,79,34,20,0.43,1
1,5,0.09,9,4,1,0.38,1
4,15,0.07,8,20,1,0.35,1
1,5,0.07,10,3,9,0.6,1
0,0,0.1,79,9,20,0.43,1
1,5,0.09,9,1,1,0.38,0
1,5,0.09,19,1,9,0.37,0
4,15,0.03,4,6,1,0.38,0
4,15,0.07,8,5,1,0.35,0
4,15,0.07,417,12,75,0.79,1
1,5,0.04,9,37,6,0.38,1
1,5,0.07,700,15,24,0.54,1
1,5,0.04,12,15,7,0.35,1
2,7,0,7,28,6,0.39,1
2,7,0.01,5,41,5,0.64,1
2,7,0.06,6,24,1,0.38,1
1,5,0.04,9,9,6,0.38,1
1,5,0.07,700,4,24,0.54,1
2,7,0.01,5,10,5,0.64,1
4,15,0.05,6,2,2,0.38,0
4,15,0.05,6,1,2,0.38,0
3,10,0.04,62,3,11,0.63,1
0,0,0.09,356,30,59,0.64,1
0,0,0.04,219,8,70,0.15,1
0,0,0.09,356,8,59,0.64,1
0,0,0.02,2,4,3,0.55,1
0,0,0.02,6,29,5,0.36,1
3,10,0.05,4,37,5,0.4,1
0,0,0,6,9,1,0.6,1
0,0,0.02,6,7,5,0.36,1
3,10,0.03,39,12,2,0.54,1
3,10,0.05,11,8,5,0.59,1
3,10,0.05,4,9,5,0.4,0
3,10,0.03,4,37,7,0.6,1
3,10,0.01,4,48,1,0.37,1
3,10,0.02,11,31,13,0.6,1
3,10,0.05,19,24,6,0.44,1
2,7,0.07,6,10,8,0.39,1
2,7,0.04,10,12,6,0.55,1
3,10,0.03,4,9,7,0.6,1
3,10,0.01,4,12,1,0.37,1
3,10,0.02,11,8,13,0.6,1
3,10,0.05,19,6,6,0.44,1
4,15,0.02,50,18,20,0.41,1
4,15,0.02,50,5,20,0.41,1
1,5,0.1,5,10,1,0.36,1
0,0,0,442,40,15,0.56,1
0,0,0,442,10,15,0.56,1
3,10,0.08,35,13,8,0.59,1
0,0,0.05,5,7,5,0.64,1
0,0,0.02,34,11,5,0.55,1
3,10,0.01,21,19,53,0.78,1
4,15,0.01,14,17,9,0.43,1
4,15,0.04,33,30,9,0.61,1
4,15,0.03,38,22,13,0.57,1
3,10,0.01,21,5,53,0.78,1
4,15,0.01,14,4,9,0.43,1
4,15,0.04,33,8,9,0.61,1
4,15,0.01,138,4,35,0.5,1
4,15,0.03,49,3,4,0.56,1
4,15,0,301,12,165,0.56,1
4,15,0.09,3,1,1,0.58,0
1,5,0.1,51,22,22,0.55,1
1,5,0.1,51,6,22,0.55,1
0,0,0.04,29,10,9,0.42,1
0,0,0,81,8,35,0.83,1
3,10,0.06,8,1,2,0.52,0
4,15,0.09,36,20,6,0.38,1
4,15,0.02,5,6,3,0.38,0
4,15,0.03,41,6,7,0.37,1
2,7,0.07,8,6,2,0.52,1
2,7,0.03,500,5,24,0.36,1
2,7,0.06,196,6,9,0.6,1
2,7,0.1,7,5,2,0.39,1
4,15,0.09,36,5,6,0.38,1
3,10,0.1,4,2,2,0.39,0
4,15,0.08,55,4,7,0.37,1
1,5,0.06,131,10,55,0.69,1
4,15,0.03,12,7,6,0.36,1
1,5,0.06,131,3,55,0.69,1
1,5,0.1,121,18,9,0.35,1
1,5,0.08,8,23,2,0.74,1
1,5,0.1,126,29,4,0.59,1
4,15,0.07,31,46,9,0.4,1
1,5,0.1,121,5,9,0.35,1
1,5,0.08,8,6,2,0.74,1
1,5,0.1,126,7,4,0.59,1
1,5,0.09,91,10,14,0.36,1
4,15,0.07,41,8,7,0.37,1
3,10,0.02,11,9,11,0.36,1
1,5,0.09,91,3,14,0.36,1
4,15,0.07,41,2,7,0.37,1
4,15,0.09,28,6,2,0.4,1
4,15,0,2,3,5,0.43,0
4,15,0.06,46,10,5,0.56,1
2,7,0.06,3500,1,24,0.37,1
2,7,0.1,31,29,4,0.75,1
0,0,0,8,47,2,0.52,1
0,0,0,4,1,1,0.38,1
0,0,0.02,176,4,5,0.59,1
3,10,0.08,171,1,36,0.66,1
0,0,0,8,12,2,0.52,1
1,5,0.08,2,9,5,0.43,0
4,15,0.02,281,14,57,0.78,1
1,5,0.06,10,1,2,0.36,0
1,5,0.1,206,2,9,0.56,1
4,15,0.02,281,4,57,0.78,1
4,15,0.05,108,25,6,0.65,1
4,15,0.05,108,6,6,0.65,1
1,5,0.08,296,5,54,0.76,1
0,0,0.05,10,11,1,0.39,1
0,0,0.02,3,7,4,0.56,1
0,0,0.08,11,11,3,0.38,1
2,7,0.02,35,1,8,0.76,1
2,7,0.01,20,2,11,0.6,1
0,0,0.05,6,16,7,0.37,1
0,0,0.06,114,3,30,0.69,1
0,0,0.05,6,4,7,0.37,1
1,5,0.08,231,4,24,0.6,1
2,7,0.07,61,7,49,0.59,1
4,15,0.09,517,5,17,0.59,1
3,10,0.07,52,50,10,0.37,1
3,10,0.1,81,11,34,0.37,1
3,10,0.07,52,13,10,0.37,1
3,10,0.1,81,3,34,0.37,1
1,5,0.01,301,3,65,0.56,1
4,15,0.02,162,4,20,0.66,1
1,5,0.07,401,33,48,0.36,1
3,10,0.04,19,11,6,0.44,1
1,5,0.01,8,9,1,0.36,1
1,5,0.07,401,8,48,0.36,1
2,7,0.01,100,2,20,0.52,1
2,7,0.1,5,9,8,0.38,1
2,7,0,23,6,8,0.39,1
1,5,0.09,6783,1,24,0.06,1
0,0,0.06,9,9,6,0.38,1
3,10,0.06,100,3,20,0.52,1
3,10,0,193,5,20,0.71,1
3,10,0.08,21,11,3,0.81,1
0,0,0,74,4,15,0.65,1
1,5,0.01,36,10,6,0.38,1
0,0,0.01,48,8,4,0.71,1
3,10,0.1,74,5,4,0.79,1
3,10,0.05,52,9,10,0.37,1
2,7,0.06,6,19,7,0.37,1
2,7,0.06,6,5,7,0.37,0
4,15,0.07,126,1,3,0.6,1
4,15,0.03,100,6,20,0.52,1
4,15,0.05,4,1,5,0.08,0
0,0,0.02,201,45,56,0.75,1
0,0,0.02,4,24,5,0.4,1
0,0,0.04,86,19,1,0.85,1
4,15,0.09,154,38,69,0.68,1
2,7,0.07,201,9,24,0.58,1
2,7,0.02,179,2,29,0.76,1
0,0,0.02,201,11,56,0.75,1
0,0,0.02,4,6,5,0.4,1
4,15,0.95,154,10,69,0.68,1
0,0,0.1,62,9,11,0.63,1
2,7,0.1,18,17,4,0.79,1
3,10,0.95,296,6,54,0.76,1
2,7,0.1,18,4,4,0.79,1
2,7,0.09,126,1,9,0.55,1
3,10,0.08,31,3,4,0.44,1
2,7,0.01,2,4,1,0.56,0
0,0,0.03,14,2,5,0.46,1
0,0,0.07,8,3,4,0.42,1
3,10,0.08,69,5,60,0.41,1
3,10,0.04,21,4,9,0.59,1
2,7,0.04,3,25,1,0.39,1
2,7,0.01,8,10,3,0.77,1
0,0,0.1,6,10,5,0.4,1
2,7,0.01,221,44,65,0.62,1
3,10,0.08,356,4,59,0.64,1
4,15,0.01,21,5,5,0.58,1
0,0,0.05,3,3,1,0.36,1
2,7,0.01,221,11,65,0.62,1
2,7,0.01,79,8,14,0.52,1
4,15,0.1,6,6,5,0.36,0
3,10,0.07,29,39,9,0.56,1
4,15,0.06,5,28,6,0.39,1
4,15,0.07,66,19,5,0.56,1
3,10,0.07,29,10,9,0.56,1
4,15,0.06,5,7,6,0.39,0
4,15,0.07,66,5,5,0.56,1
3,10,0.1,25,3,13,0.39,1
3,10,0,12,7,6,0.38,1
2,7,0.06,3,9,1,0.39,1
1,5,0.06,161,30,35,0.72,1
0,0,0.02,9,11,2,0.4,1
0,0,0.06,13,33,5,0.48,1
2,7,0.06,3,2,1,0.39,0
2,7,0.01,20,2,4,0.68,1
2,7,0.04,1638,2,24,0.81,1
1,5,0.06,161,8,35,0.72,1
0,0,0.02,9,3,2,0.4,1
0,0,0.06,13,8,5,0.48,1
1,5,0.02,13,37,5,0.59,1
1,5,0.02,13,9,5,0.59,1
3,10,0.09,6,8,6,0.37,1
3,10,0.03,421,10,20,0.35,1
2,7,0,6783,3,24,0.06,1
0,0,0.02,56,11,7,0.68,1
1,5,0.02,48,18,5,0.37,1
0,0,0.03,12,27,6,0.38,1
0,0,0.08,15,42,5,0.81,1
3,10,0.07,39,4,2,0.54,1
3,10,0,5,2,1,0.36,0
1,5,0.05,1501,1,30,0.57,1
1,5,0.02,48,5,5,0.37,1
1,5,0.03,4,1,2,0.58,0
0,0,0.03,161,11,30,0.62,1
2,7,0.08,7,1,8,0.58,0
2,7,0.1,152,4,4,0.79,1
0,0,0.03,12,7,6,0.38,1
0,0,0.01,145,8,18,0.56,1
3,10,0.05,5,20,1,0.52,1
3,10,0.01,15,28,8,0.57,1
0,0,0,14,36,8,0.39,1
2,7,0.09,5,25,1,0.35,1
2,7,0.07,10,45,6,0.35,1
3,10,0.05,5,5,1,0.52,1
0,0,0.05,12,2,6,0.6,1
2,7,0.09,5,6,1,0.35,1
2,7,0.07,10,11,6,0.35,1
2,7,0.09,139,23,52,0.74,1
0,0,0.1,14,11,3,0.39,1
1,5,0.08,9,2,7,0.45,0
1,5,0.03,193,8,20,0.71,1
4,15,0.1,7,4,55,0.37,0
4,15,0.05,90,4,20,0.4,1
2,7,0.02,15,2,5,0.59,1
2,7,0.95,139,6,52,0.74,1
1,5,0.05,4,47,5,0.04,0
1,5,0.01,6,9,5,0.37,1
4,15,0.01,11,20,5,0.57,1
4,15,0.07,6,5,1,0.38,0
4,15,0.06,23,1,12,0.39,0
1,5,0.05,4,12,5,0.04,0
1,5,0.01,6,2,5,0.37,0
1,5,0.02,501,7,41,0.66,1
4,15,0.01,11,5,5,0.57,1
0,0,0.01,19,8,9,0.37,1
0,0,0.03,12,6,5,0.38,1
0,0,0.05,35,12,8,0.59,1
4,15,0.08,7,10,2,0.48,1
0,0,0.07,225,5,12,0.42,1
0,0,0.03,8,7,5,0.35,1
0,0,0.1,5,2,6,0.36,0
2,7,0.09,21,7,12,0.83,1
2,7,0.06,8,41,3,0.77,1
2,7,0.05,52,49,18,0.65,1
2,7,0.1,176,39,9,0.57,1
0,0,0.07,9,36,2,0.39,1
2,7,0.08,19,7,9,0.47,1
2,7,0.08,213,12,15,0.59,1
2,7,0.1,56,8,14,0.36,1
2,7,0,16,1,8,0.59,0
1,5,0.1,16,9,4,0.37,1
2,7,0.06,8,10,3,0.77,1
2,7,0.05,52,12,18,0.65,1
2,7,0.1,176,10,9,0.57,1
0,0,0.01,151,3,60,0.77,1
3,10,0.01,18,2,9,0.4,0
3,10,0.03,29,7,1,0.38,1
3,10,0.01,15,2,2,0.42,1
0,0,0.07,9,9,2,0.39,1
2,7,0.08,176,10,5,0.59,1
2,7,0.05,7,11,7,0.37,1
3,10,0.04,10,12,5,0.51,1
3,10,0.08,4,12,5,0.4,1
3,10,0.04,41,27,7,0.74,1
3,10,0.05,36,19,3,0.39,1
0,0,0.05,6,29,8,0.36,1
3,10,0.04,41,7,7,0.74,1
3,10,0.05,36,5,3,0.39,1
0,0,0.08,12,5,6,0.6,1
2,7,0.04,5,45,3,0.38,1
2,7,0.06,56,5,5,0.8,1
1,5,0.07,6,10,1,0.6,1
1,5,0.01,40,6,4,0.7,1
2,7,0.1,81,12,30,0.4,1
2,7,0,5,9,6,0.08,0
2,7,0.04,5,11,3,0.38,1
2,7,0.06,56,1,5,0.8,1
4,15,0.01,11,1,5,0.36,0
4,15,0.06,2,5,1,0.35,0
0,0,0.07,56,1,5,0.83,1
4,15,0.09,21,2,5,0.58,1
3,10,0.09,36,8,1,0.55,1
3,10,0.01,126,2,3,0.6,1
4,15,0.06,61,2,30,0.7,1
2,7,0.06,11,1,6,0.42,0
3,10,0.04,90,4,1,0.56,1
3,10,0.09,48,3,6,0.37,1
2,7,0.03,61,7,32,0.56,1
2,7,0.1,38,4,5,0.38,1
2,7,0.01,5,47,1,0.36,1
2,7,0.09,4,19,1,0.37,1
3,10,0,7,8,12,0.36,0
1,5,0,36,46,1,0.35,1
2,7,0.01,5,12,1,0.36,1
2,7,0.09,4,5,1,0.37,0
3,10,0,7,2,12,0.36,0
4,15,0.06,6,12,7,0.37,1
3,10,0.01,60,8,10,0.57,1
1,5,0,36,12,1,0.35,1
3,10,0.1,22,26,15,0.38,1
3,10,0.04,7,18,3,0.37,1
0,0,0.1,37,11,14,0.41,1
3,10,0.1,22,7,15,0.38,1
3,10,0.04,7,5,3,0.37,0
3,10,0.05,86,4,1,0.55,1
3,10,0.02,46,14,5,0.57,1
2,7,0.09,19,40,9,0.37,1
2,7,0,8,37,5,0.4,1
1,5,0.06,61,39,12,0.64,1
2,7,0.04,301,31,55,0.55,1
1,5,0.01,13,7,6,0.57,1
3,10,0.09,13,13,5,0.82,1
3,10,0.02,46,4,5,0.57,1
4,15,0.03,2,7,1,0.44,0
4,15,0.01,171,10,36,0.66,1
3,10,0.06,90,4,35,0.83,1
3,10,0.1,13,12,6,0.57,1
3,10,0.01,126,11,8,0.58,1
1,5,0.05,5,4,1,0.52,1
2,7,0,8,9,5,0.4,1
1,5,0.06,61,10,12,0.64,1
2,7,0.04,301,8,55,0.55,1
1,5,0.02,6,11,5,0.35,1
1,5,0.03,41,21,19,0.57,1
1,5,0.1,40,36,20,0.77,1
2,7,0,66,36,5,0.59,1
2,7,0.06,18,4,9,0.47,1
1,5,0.02,6,3,5,0.35,0
1,5,0.03,41,5,19,0.57,1
1,5,0.1,40,9,20,0.77,1
2,7,0,66,9,5,0.59,1
0,0,0.08,13,5,1,0.38,1
0,0,0.02,178,1,20,0.55,1
4,15,0,4,27,5,0.38,1
4,15,0,4,7,5,0.38,0
1,5,0.06,41,12,2,0.42,1
4,15,0.01,43,9,5,0.56,1
4,15,0.05,35,10,5,0.38,1
0,0,0.08,5,9,1,0.35,1
2,7,0.07,126,30,8,0.59,1
0,0,0.04,90,11,20,0.4,1
0,0,0.02,10,36,6,0.48,1
1,5,0.05,116,43,9,0.58,1
0,0,0.05,15,31,13,0.43,1
