OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
0,0,0.08,244,1,43,0.55,71.68
3,10,0.08,121,2,26,0.38,46.6
4,15,0.08,2,11,1,0.58,10
4,15,0.04,126,6,5,0.55,380.56
2,7,0.05,7,19,5,0.37,37.56
0,0,0.06,2,27,2,0.51,22.3
0,0,0.01,31,34,5,0.4,406.06
2,7,0.07,8,1,6,0.35,-3.76
2,7,0.05,7,5,5,0.37,6.2
0,0,0.01,151,6,30,0.74,631.38
0,0,0.01,28,12,14,0.58,177.52
0,0,0.03,36,1,1,0.55,17.72
4,15,0.03,2,4,1,0.57,3.32
0,0,0.06,2,7,2,0.51,4.3
0,0,0.01,31,9,5,0.4,103.81
3,10,0.03,3,7,4,0.56,7.13
4,15,0.04,881,8,45,0.62,4042.84
1,5,0.05,20,2,35,0.84,-3.4
1,5,0.02,101,6,36,0.62,327.6
2,7,0.05,2,3,5,0.4,-2.9
2,7,0.07,700,3,24,0.41,690
2,7,0.07,6783,7,24,0.06,-736.22
2,7,0.09,21,30,9,0.37,167.4
2,7,0.03,74,2,15,0.65,76.76
1,5,0.01,2,6,1,0.56,5.6
3,10,0.08,16,46,13,0.37,200.44
2,7,0.05,2,1,5,0.4,-4.3
2,7,0.07,700,1,24,0.41,214
2,7,0.07,6783,2,24,0.06,-227.49
2,7,0.03,74,1,15,0.65,30.88
3,10,0.07,66,3,6,0.58,94.98
3,10,0.08,16,12,13,0.37,42.68
0,0,0.07,15,23,4,0.08,-0.55
3,10,0.07,4,4,1,0.39,4.12
3,10,0.03,23,1,9,0.44,0.43
3,10,0.03,897,6,20,0.38,1863.7
0,0,0.07,15,60,4,0.08,5
0,0,0.02,4,9,7,0.39,6.32
1,5,0.1,3,47,2,0.58,65.68
3,10,0,12,11,9,0.59,68.88
0,0,0.02,4,2,7,0.39,-4.04
0,0,0.09,3,6,1,0.59,8
0,0,0.01,5,6,8,0.08,-5.9
0,0,0.05,3,11,4,0.56,12.83
1,5,0.1,3,12,2,0.58,15.28
1,5,0.04,126,1,9,0.59,60.3
4,15,0.01,8,24,1,0.43,79.64
4,15,0.06,3,19,4,0.56,24.5
2,7,0,5,30,5,0.79,113.5
4,15,0.01,8,6,1,0.43,19.16
4,15,0.06,3,5,4,0.56,3.5
1,5,0.03,298,12,15,0.57,1916.04
1,5,0.05,30,11,9,0.74,218.7
2,7,0,5,8,5,0.79,26.6
0,0,0.02,6,4,9,0.37,-0.6
4,15,0.05,71,8,47,0.56,242.68
4,15,0.05,12,12,2,0.55,70
1,5,0.08,400,5,12,0.56,948
0,0,0.08,298,5,15,0.57,715.1
0,0,0.02,13,11,14,0.73,87.53
0,0,0.06,14,5,7,0.52,25.2
0,0,0.05,4,7,7,0.49,5.32
0,0,0.03,11,5,5,0.36,13.15
1,5,0.05,351,12,39,0.55,2067
1,5,0,9,28,1,0.38,94.76
0,0,0.09,28,40,20,0.67,629.6
2,7,0.1,41,10,7,0.74,255.4
0,0,0.01,60,27,4,0.57,903.2
1,5,0.05,351,3,39,0.55,487.5
1,5,0,9,7,1,0.38,22.94
1,5,0.02,2,11,1,0.83,16.82
0,0,0.09,28,10,20,0.67,142.4
2,7,0.1,41,3,7,0.74,71.72
4,15,0.03,351,11,30,0.61,2209.38
4,15,0.04,2,8,1,0.35,3.96
1,5,0.02,48,3,5,0.37,45.4
1,5,0.07,6,13,6,0.36,16.62
4,15,0.06,2,4,5,0.43,-2.04
4,15,0.08,116,5,56,0.4,129.6
4,15,0.08,4,7,1,0.56,12.44
0,0,0.1,208,4,68,0.58,331.36
0,0,0.07,90,2,20,0.4,39.4
0,0,0.01,9,1,7,0.45,-3.04
0,0,0.02,4,4,1,0.56,7.64
4,15,0.08,8,7,9,0.58,19
4,15,0.1,19,3,10,0.37,5.39
2,7,0.06,20,7,11,0.6,64.6
2,7,0.06,321,6,59,0.57,923.26
3,10,0.08,8,25,8,0.49,74
0,0,0,9,48,6,0.38,158.16
2,7,0.06,7,7,2,0.38,13.68
1,5,0.01,5,10,5,0.36,12.5
1,5,0.04,6,12,1,0.39,24.2
3,10,0.08,8,6,8,0.49,11.68
4,15,0.09,3,2,1,0.56,1.82
0,0,0,9,12,6,0.38,35.04
2,7,0.06,7,2,2,0.38,2.48
4,15,0.02,111,6,14,0.69,432.22
1,5,0.04,23,37,9,0.44,331.4
1,5,0.04,3,20,2,0.57,29.8
1,5,0.01,126,25,9,0.59,1818
4,15,0.02,111,2,14,0.69,134.74
4,15,0.01,8,8,3,0.4,21.96
1,5,0.04,23,9,9,0.44,73.8
1,5,0.04,3,5,2,0.57,5.95
1,5,0.01,126,6,9,0.59,429.48
2,7,0.06,49,29,6,0.38,12.88
2,7,0.1,6,12,8,0.39,8.8
2,7,0.03,2,10,1,0.52,6.74
4,15,0.09,2,9,1,0.52,-63.01
4,15,0.95,179,1,29,0.76,60.69
2,7,0,13,9,6,0.57,51.36
4,15,0.01,2,46,2,0.59,36.44
2,7,0.1,8,18,1,0.36,220.02
2,7,0,126,3,3,0.59,133
2,7,0.1,12,25,2,0.55,932.36
2,7,0.05,328,6,91,0.57,13.3
2,7,0.03,90,1,20,0.4,45.13
2,7,0.06,23,7,8,0.39,76.1
4,15,0.08,31,10,20,0.39,11.92
4,15,0.01,2,12,2,0.59,44.08
2,7,0.06,16,8,2,0.42,134
0,0,0.05,28,10,6,0.55,4.1
2,7,0.05,15,3,13,0.43,1.72
2,7,0.05,4,3,2,0.36,41.52
2,7,0.02,12,12,6,0.35,448.72
2,7,0.02,16,17,18,0.59,137.04
2,7,0.05,351,25,39,0.55,4348.5
2,7,0.04,16,20,9,0.49,135
3,10,0.05,58,13,1,0.38,247.82
2,7,0.02,12,3,6,0.35,5.88
2,7,0.05,351,6,39,0.55,1014
2,7,0.04,16,5,9,0.49,27
1,5,0.09,3,10,1,0.56,13.1
4,15,0.09,207,5,1,0.55,475.1
4,15,0.1,19,1,9,0.37,-3.87
4,15,0,120,5,56,0.39,178
3,10,0.02,141,27,53,0.65,2345.41
4,15,0.02,60,9,4,0.57,293
1,5,0.07,4,33,7,0.39,35.24
2,7,0.04,280,16,23,0.59,2441
2,7,0.02,5,36,1,0.36,60.2
2,7,0.02,30,46,1,0.37,482
3,10,0.95,32,9,46,0.65,-132.4
0,0,0.04,356,8,59,0.64,1649.8
0,0,0.09,20,5,9,0.37,19
2,7,0.08,8,10,5,0.35,16.6
2,7,0.03,105,10,24,0.61,585
2,7,0.02,5,9,1,0.36,14.3
2,7,0.02,30,12,1,0.37,125
4,15,0.04,10,9,2,0.43,33.1
4,15,0,20,9,14,0.47,70.6
4,15,0.09,33,2,6,0.75,37.56
1,5,0.02,881,8,45,0.62,4183.8
4,15,0.01,81,3,35,0.83,164.26
3,10,0.02,15,9,10,0.36,35.9
3,10,0.07,180,7,20,0.48,496.6
3,10,0.02,92,11,40,0.67,617.8
2,7,0.07,3,12,1,0.38,10.16
2,7,0,218,10,29,0.68,1453.4
0,0,0,7,5,8,0.58,12.3
0,0,0.07,31,11,6,0.4,106.53
2,7,0.01,74,5,12,0.67,232.2
1,5,0.1,238,30,24,0.5,2832
1,5,0.03,200,21,24,0.46,1782
1,5,0.08,68,5,1,0.58,169
3,10,0.01,14,6,7,0.52,35.84
1,5,0.1,238,8,24,0.5,737.6
1,5,0.03,200,5,24,0.46,406
1,5,0.08,68,1,1,0.58,33
2,7,0.01,12,6,7,0.5,28.28
4,15,0.06,2,1,4,0.53,-3.06
0,0,0.1,126,4,9,0.57,227.88
3,10,0.01,3,5,1,0.38,4.55
3,10,0.08,151,31,14,0.38,1390.3
3,10,0.03,26,15,14,0.6,208.3
3,10,0.1,32,39,35,0.81,851.08
2,7,0.09,40,10,7,0.67,225
2,7,0.06,376,24,86,0.74,6050.32
2,7,0.08,91,12,56,0.74,664.72
2,7,0.07,6,3,5,0.4,0.94
3,10,0.01,3,1,1,0.38,0.11
3,10,0.03,14,8,5,0.49,46.52
3,10,0.08,151,8,14,0.38,348.4
3,10,0.03,26,4,14,0.6,45.28
3,10,0.1,32,10,35,0.81,192.2
2,7,0.02,111,4,3,0.57,241.2
2,7,0.02,111,1,3,0.57,58.05
0,0,0.08,206,10,3,0.59,1047.6
4,15,0.09,3,9,1,0.58,12.23
4,15,0.03,44,10,9,0.58,233
4,15,0.06,1,13,1,0.38,3.16
2,7,0,7,36,2,0.39,96.28
3,10,0.06,55,1,14,0.37,3.05
3,10,0.02,2,3,2,0.59,1.42
1,5,0.02,60,1,4,0.57,29
1,5,0.03,5,9,6,0.36,8.85
2,7,0,7,9,2,0.39,22.57
2,7,0.03,32,8,35,0.81,164.68
3,10,0.06,55,1,14,0.37,3.05
3,10,0.02,2,1,2,0.59,-0.86
2,7,0.02,421,10,20,0.35,1369.3
2,7,0.02,241,1,60,0.56,70.14
4,15,0.09,96,4,5,0.56,175.48
4,15,0.08,16,23,9,0.64,197.08
4,15,0.1,32,11,2,0.42,110.64
1,5,0.07,575,8,24,0.06,-93
1,5,0.1,50,46,20,0.45,785
0,0,0,7,9,2,0.38,21.94
4,15,0.03,8,4,3,0.59,14.92
1,5,0.09,161,11,30,0.62,908.63
1,5,0.09,6,10,1,0.39,17
1,5,0,5,8,1,0.36,13.4
0,0,0.05,8,2,6,0.36,-1.04
0,0,0.95,219,10,70,0.15,-1832.95
4,15,0.06,45,37,2,0.55,813.85
1,5,0.01,3,4,1,0.37,3.32
4,15,0.06,81,10,34,0.37,217.1
1,5,0.02,1,38,1,0.38,12.68
3,10,0.09,123,49,70,0.74,3847.55
4,15,0.95,154,8,69,0.68,-401.64
0,0,0,8,11,8,0.49,35.12
3,10,0.09,123,12,70,0.74,889.4
0,0,0.02,36,7,5,0.85,204.16
2,7,0.07,14,47,6,0.38,197.98
1,5,0.03,3,2,1,0.58,2.3
2,7,0.05,2,8,6,0.37,-0.88
2,7,0.03,6,9,7,0.37,11.36
2,7,0.08,146,11,80,0.71,931.78
2,7,0.07,14,12,6,0.38,46.08
1,5,0.03,3,1,1,0.58,0.65
2,7,0,5,12,1,0.36,20.6
2,7,0.01,7,6,11,0.37,4.12
2,7,0.1,7,3,7,0.37,-1.33
2,7,0.05,13,2,1,0.35,6.8
2,7,0.06,6,9,3,0.54,22.92
1,5,0.08,145,8,18,0.56,538.8
1,5,0.07,34,5,19,0.58,67.7
1,5,0.07,30,13,2,0.5,165.7
1,5,0.03,8,5,5,0.4,9.8
2,7,0.07,2,10,2,0.51,6.8
2,7,0.08,10,15,13,0.57,60.5
2,7,0.07,501,10,28,0.38,1525.1
2,7,0.1,178,1,20,0.55,60.1
1,5,0.07,3,12,1,0.55,16.28
1,5,0.1,196,2,4,0.58,184.16
4,15,0,7,7,2,0.37,16.13
4,15,0.06,280,6,23,0.59,867.4
3,10,0.02,260,8,67,0.65,1243.4
4,15,0.09,1000,1,14,0.06,-49
3,10,0.02,71,4,69,0.68,118.44
3,10,0.03,206,1,9,0.6,108.42
1,5,0.03,161,11,30,0.62,1014.89
2,7,0.05,7,46,6,0.37,97.04
2,7,0.03,18,14,9,0.59,132.12
2,7,0.07,31,46,3,0.35,396.28
1,5,0.04,20,8,9,0.37,43.8
1,5,0.08,126,7,8,0.58,433
2,7,0.07,31,12,3,0.35,101.16
0,0,0.07,180,4,20,0.48,275.2
0,0,0.07,180,1,20,0.48,53.8
3,10,0.1,106,5,14,0.65,277.5
4,15,0.01,14,7,8,0.39,29.24
3,10,0.04,11,10,5,0.36,30.2
4,15,0.01,14,2,8,0.39,2.64
2,7,0.06,6,6,5,0.38,6.52
2,7,0,20,11,14,0.47,89.4
4,15,0.08,61,17,49,0.59,479.87
4,15,0.07,271,36,50,0.77,6779.2
3,10,0.05,206,12,9,0.58,1301.16
3,10,0.08,206,5,9,0.56,485.4
3,10,0.01,2036,2,15,0.55,2183.88
4,15,0.07,271,9,50,0.77,1657.3
2,7,0.03,13,1,7,0.38,-2.45
1,5,0.1,7,15,0,0.38,29.4
1,5,0.08,7,20,2,0.52,59.6
2,7,0.06,7,17,6,0.39,33.27
3,10,0.08,14,13,7,0.38,47.6
3,10,0.04,3,22,2,0.39,21.1
2,7,0.03,13,1,7,0.38,-2.45
0,0,0.04,151,6,14,0.38,294.04
0,0,0.04,176,4,12,0.62,396.32
1,5,0.1,7,4,0,0.38,7.84
1,5,0.08,7,5,2,0.52,13.4
2,7,0.05,6,9,8,0.37,9.28
2,7,0.06,7,4,6,0.39,3.24
3,10,0.04,3,6,2,0.39,4.3
3,10,0.05,116,10,3,0.55,577
4,15,0.03,194,42,12,0.59,4550.88
4,15,0.02,121,44,59,0.75,3827.52
3,10,0.05,81,11,30,0.4,281.85
3,10,0,6,2,10,0.37,-5.56
4,15,0.03,194,11,12,0.59,1183.04
4,15,0.02,121,11,59,0.75,912.63
2,7,0.1,7,12,5,0.35,16
1,5,0.04,61,4,12,0.64,134.4
4,15,0.09,348,8,40,0.62,1435.52
0,0,0,237,34,59,0.61,4856.38
1,5,0.04,61,1,12,0.64,24.6
4,15,0.09,348,2,40,0.62,328.88
0,0,0,237,9,59,0.61,1242.13
0,0,0.1,79,34,20,0.43,866.38
1,5,0.09,9,4,1,0.38,9.44
4,15,0.07,8,20,1,0.35,43.8
1,5,0.07,10,3,9,0.6,6.9
0,0,0.1,79,9,20,0.43,214.63
1,5,0.09,9,1,1,0.38,1.61
1,5,0.09,19,1,9,0.37,-3.68
4,15,0.03,4,6,1,0.38,7.4
4,15,0.07,8,5,1,0.35,10.2
4,15,0.07,417,12,75,0.79,3527.88
1,5,0.04,9,37,6,0.38,107.22
1,5,0.07,700,15,24,0.54,4911
1,5,0.04,12,15,7,0.35,48.8
2,7,0,7,28,6,0.39,70.44
2,7,0.01,5,41,5,0.64,124.15
2,7,0.06,6,24,1,0.38,45.08
1,5,0.04,9,9,6,0.38,21.54
1,5,0.07,700,4,24,0.54,1292
2,7,0.01,5,10,5,0.64,26.5
4,15,0.05,6,2,2,0.38,1.96
4,15,0.05,6,1,2,0.38,-0.02
3,10,0.04,62,3,11,0.63,98.74
0,0,0.09,356,30,59,0.64,5815
0,0,0.04,219,8,70,0.15,113.96
0,0,0.09,356,8,59,0.64,1507.4
0,0,0.02,2,4,3,0.55,1.24
0,0,0.02,6,29,5,0.36,54.16
3,10,0.05,4,37,5,0.4,46.8
0,0,0,6,9,1,0.6,31.4
0,0,0.02,6,7,5,0.36,9.28
3,10,0.03,39,12,2,0.54,236.68
3,10,0.05,11,8,5,0.59,42.52
3,10,0.05,4,9,5,0.4,7.6
3,10,0.03,4,37,7,0.6,77.36
3,10,0.01,4,48,1,0.37,68.12
3,10,0.02,11,31,13,0.6,184.78
3,10,0.05,19,24,6,0.44,171.84
2,7,0.07,6,10,8,0.39,11.2
2,7,0.04,10,12,6,0.55,55.2
3,10,0.03,4,9,7,0.6,13.52
3,10,0.01,4,12,1,0.37,16.28
3,10,0.02,11,8,13,0.6,38.04
3,10,0.05,19,6,6,0.44,38.46
4,15,0.02,50,18,20,0.41,331
4,15,0.02,50,5,20,0.41,77.5
1,5,0.1,5,10,1,0.36,12
0,0,0,442,40,15,0.56,9885.8
0,0,0,442,10,15,0.56,2460.2
3,10,0.08,35,13,8,0.59,224.05
0,0,0.05,5,7,5,0.64,15.65
0,0,0.02,34,11,5,0.55,193.22
3,10,0.01,21,19,53,0.78,254.23
4,15,0.01,14,17,9,0.43,90.96
4,15,0.04,33,30,9,0.61,555.3
4,15,0.03,38,22,13,0.57,438.44
3,10,0.01,21,5,53,0.78,27.85
4,15,0.01,14,4,9,0.43,14.52
4,15,0.04,33,8,9,0.61,141.48
4,15,0.01,138,4,35,0.5,235.48
4,15,0.03,49,3,4,0.56,73.91
4,15,0,301,12,165,0.56,1857.72
4,15,0.09,3,1,1,0.58,0.47
1,5,0.1,51,22,22,0.55,482.9
1,5,0.1,51,6,22,0.55,115.7
0,0,0.04,29,10,9,0.42,101.2
0,0,0,81,8,35,0.83,502.84
3,10,0.06,8,1,2,0.52,1.68
4,15,0.09,36,20,6,0.38,202.8
4,15,0.02,5,6,3,0.38,7.8
4,15,0.03,41,6,7,0.37,76.64
2,7,0.07,8,6,2,0.52,19.6
2,7,0.03,500,5,24,0.36,801
2,7,0.06,196,6,9,0.6,626.04
2,7,0.1,7,5,2,0.39,8.15
4,15,0.09,36,5,6,0.38,46.2
3,10,0.1,4,2,2,0.39,0.32
4,15,0.08,55,4,7,0.37,56.8
1,5,0.06,131,10,55,0.69,770.3
4,15,0.03,12,7,6,0.36,21.72
1,5,0.06,131,3,55,0.69,192.59
1,5,0.1,121,18,9,0.35,535.5
1,5,0.08,8,23,2,0.74,119.44
1,5,0.1,126,29,4,0.59,1786.46
4,15,0.07,31,46,9,0.4,461.58
1,5,0.1,121,5,9,0.35,142.25
1,5,0.08,8,6,2,0.74,29.68
1,5,0.1,126,7,4,0.59,428.18
1,5,0.09,91,10,14,0.36,231.7
4,15,0.07,41,8,7,0.37,91.4
3,10,0.02,11,9,11,0.36,22.66
1,5,0.09,91,3,14,0.36,59.71
4,15,0.07,41,2,7,0.37,17.6
4,15,0.09,28,6,2,0.4,50.08
4,15,0,2,3,5,0.43,-2.42
4,15,0.06,46,10,5,0.56,225
2,7,0.06,3500,1,24,0.37,1061
2,7,0.1,31,29,4,0.75,580.35
0,0,0,8,47,2,0.52,193.52
0,0,0,4,1,1,0.38,0.52
0,0,0.02,176,4,5,0.59,396.28
3,10,0.08,171,1,36,0.66,63.18
0,0,0,8,12,2,0.52,47.92
1,5,0.08,2,9,5,0.43,1.3
4,15,0.02,281,14,57,0.78,2932.84
1,5,0.06,10,1,2,0.36,1
1,5,0.1,206,2,9,0.56,180.52
4,15,0.02,281,4,57,0.78,797.24
4,15,0.05,108,25,6,0.65,1614
4,15,0.05,108,6,6,0.65,382.8
1,5,0.08,296,5,54,0.76,952.4
0,0,0.05,10,11,1,0.39,36.4
0,0,0.02,3,7,4,0.56,7.34
0,0,0.08,11,11,3,0.38,33.3
2,7,0.02,35,1,8,0.76,17.9
2,7,0.01,20,2,11,0.6,12.6
0,0,0.05,6,16,7,0.37,23.72
0,0,0.06,114,3,30,0.69,185.46
0,0,0.05,6,4,7,0.37,0.68
1,5,0.08,231,4,24,0.6,456.48
2,7,0.07,61,7,49,0.59,173.04
4,15,0.09,517,5,17,0.59,1275.5
3,10,0.07,52,50,10,0.37,770
3,10,0.1,81,11,34,0.37,206.57
3,10,0.07,52,13,10,0.37,192.8
3,10,0.1,81,3,34,0.37,31.61
1,5,0.01,301,3,65,0.56,431.65
4,15,0.02,162,4,20,0.66,394.72
1,5,0.07,401,33,48,0.36,3789.57
3,10,0.04,19,11,6,0.44,77.6
1,5,0.01,8,9,1,0.36,24.2
1,5,0.07,401,8,48,0.36,882.32
2,7,0.01,100,2,20,0.52,82
2,7,0.1,5,9,8,0.38,4.6
2,7,0,23,6,8,0.39,45.82
1,5,0.09,6783,1,24,0.06,-261.41
0,0,0.06,9,9,6,0.38,19.92
3,10,0.06,100,3,20,0.52,118
3,10,0,193,5,20,0.71,665.15
3,10,0.08,21,11,3,0.81,165.63
0,0,0,74,4,15,0.65,177.4
1,5,0.01,36,10,6,0.38,127.2
0,0,0.01,48,8,4,0.71,264.8
3,10,0.1,74,5,4,0.79,251.3
3,10,0.05,52,9,10,0.37,139.76
2,7,0.06,6,19,7,0.37,28.34
2,7,0.06,6,5,7,0.37,2.3
4,15,0.07,126,1,3,0.6,63.78
4,15,0.03,100,6,20,0.52,274
4,15,0.05,4,1,5,0.08,-4.88
0,0,0.02,201,45,56,0.75,6546.85
0,0,0.02,4,24,5,0.4,31.48
0,0,0.04,86,19,1,0.85,1322.54
4,15,0.09,154,38,69,0.68,3383.68
2,7,0.07,201,9,24,0.58,898.59
2,7,0.02,179,2,29,0.76,235.92
0,0,0.02,201,11,56,0.75,1558.03
0,0,0.02,4,6,5,0.4,4.12
4,15,0.95,154,10,69,0.68,-484.8
0,0,0.1,62,9,11,0.63,284.74
2,7,0.1,18,17,4,0.79,207.14
3,10,0.95,296,6,54,0.76,-391.44
2,7,0.1,18,4,4,0.79,45.68
2,7,0.09,126,1,9,0.55,48.96
3,10,0.08,31,3,4,0.44,29.48
2,7,0.01,2,4,1,0.56,3.4
0,0,0.03,14,2,5,0.46,7.04
0,0,0.07,8,3,4,0.42,4.4
3,10,0.08,69,5,60,0.41,53.85
3,10,0.04,21,4,9,0.59,37.2
2,7,0.04,3,25,1,0.39,25.25
2,7,0.01,8,10,3,0.77,57.8
0,0,0.1,6,10,5,0.4,13
2,7,0.01,221,44,65,0.62,5866.64
3,10,0.08,356,4,59,0.64,738.44
4,15,0.01,21,5,5,0.58,54.85
0,0,0.05,3,3,1,0.36,1.79
2,7,0.01,221,11,65,0.62,1417.91
2,7,0.01,79,8,14,0.52,308.32
4,15,0.1,6,6,5,0.36,4.36
3,10,0.07,29,39,9,0.56,545.19
4,15,0.06,5,28,6,0.39,40.2
4,15,0.07,66,19,5,0.56,609.46
3,10,0.07,29,10,9,0.56,133.1
4,15,0.06,5,7,6,0.39,5.55
4,15,0.07,66,5,5,0.56,156.7
3,10,0.1,25,3,13,0.39,8.75
3,10,0,12,7,6,0.38,25.92
2,7,0.06,3,9,1,0.39,7.91
1,5,0.06,161,30,35,0.72,3152.8
0,0,0.02,9,11,2,0.4,35.62
0,0,0.06,13,33,5,0.48,175.18
2,7,0.06,3,2,1,0.39,0.98
2,7,0.01,20,2,4,0.68,22.8
2,7,0.04,1638,2,24,0.81,2498.52
1,5,0.06,161,8,35,0.72,815.08
0,0,0.02,9,3,2,0.4,8.26
0,0,0.06,13,8,5,0.48,38.68
1,5,0.02,13,37,5,0.59,269.17
1,5,0.02,13,9,5,0.59,61.69
3,10,0.09,6,8,6,0.37,7.44
3,10,0.03,421,10,20,0.35,1327.2
2,7,0,6783,3,24,0.06,1095.2
0,0,0.02,56,11,7,0.68,399.56
1,5,0.02,48,18,5,0.37,297.4
0,0,0.03,12,27,6,0.38,107.4
0,0,0.08,15,42,5,0.81,454.9
3,10,0.07,39,4,2,0.54,71.32
3,10,0,5,2,1,0.36,2.6
1,5,0.05,1501,1,30,0.57,750.52
1,5,0.02,48,5,5,0.37,79
1,5,0.03,4,1,2,0.58,0.2
0,0,0.03,161,11,30,0.62,1014.89
2,7,0.08,7,1,8,0.58,-4.5
2,7,0.1,152,4,4,0.79,415.52
0,0,0.03,12,7,6,0.38,23.4
0,0,0.01,145,8,18,0.56,620
3,10,0.05,5,20,1,0.52,46
3,10,0.01,15,28,8,0.57,227.2
0,0,0,14,36,8,0.39,188.56
2,7,0.09,5,25,1,0.35,31.5
2,7,0.07,10,45,6,0.35,120
3,10,0.05,5,5,1,0.52,10.75
0,0,0.05,12,2,6,0.6,7.2
2,7,0.09,5,6,1,0.35,6.8
2,7,0.07,10,11,6,0.35,24.8
2,7,0.09,139,23,52,0.74,2026.05
0,0,0.1,14,11,3,0.39,41.66
1,5,0.08,9,2,7,0.45,-0.34
1,5,0.03,193,8,20,0.71,1029.92
4,15,0.1,7,4,55,0.37,-47.44
4,15,0.05,90,4,20,0.4,106
2,7,0.02,15,2,5,0.59,12.1
2,7,0.95,139,6,52,0.74,-227.14
1,5,0.05,4,47,5,0.04,-7.26
1,5,0.01,6,9,5,0.37,14.44
4,15,0.01,11,20,5,0.57,118.2
4,15,0.07,6,5,1,0.38,8.3
4,15,0.06,23,1,12,0.39,-4.41
1,5,0.05,4,12,5,0.04,-5.58
1,5,0.01,6,2,5,0.37,-0.68
1,5,0.02,501,7,41,0.66,2203.48
4,15,0.01,11,5,5,0.57,25.8
0,0,0.01,19,8,9,0.37,45.72
0,0,0.03,12,6,5,0.38,20.2
0,0,0.05,35,12,8,0.59,218.8
4,15,0.08,7,10,2,0.48,26
0,0,0.07,225,5,12,0.42,381.75
0,0,0.03,8,7,5,0.35,12.92
0,0,0.1,5,2,6,0.36,-3.4
2,7,0.09,21,7,12,0.83,96.78
2,7,0.06,8,41,3,0.77,229.88
2,7,0.05,52,49,18,0.65,1510.8
2,7,0.1,176,39,9,0.57,3217.08
0,0,0.07,9,36,2,0.39,101.68
2,7,0.08,19,7,9,0.47,42.87
2,7,0.08,213,12,15,0.59,1288.56
2,7,0.1,56,8,14,0.36,102.48
2,7,0,16,1,8,0.59,1.44
1,5,0.1,16,9,4,0.37,34.88
2,7,0.06,8,10,3,0.77,53.8
2,7,0.05,52,12,18,0.65,356.4
2,7,0.1,176,10,9,0.57,818.2
0,0,0.01,151,3,60,0.77,284.28
3,10,0.01,18,2,9,0.4,5.04
3,10,0.03,29,7,1,0.38,70.05
3,10,0.01,15,2,2,0.42,10.3
0,0,0.07,9,9,2,0.39,23.92
2,7,0.08,176,10,5,0.59,892.6
2,7,0.05,7,11,7,0.37,17.64
3,10,0.04,10,12,5,0.51,51.4
3,10,0.08,4,12,5,0.4,10.36
3,10,0.04,41,27,7,0.74,767.9
3,10,0.05,36,19,3,0.39,229.56
0,0,0.05,6,29,8,0.36,45.94
3,10,0.04,41,7,7,0.74,193.9
3,10,0.05,36,5,3,0.39,58.2
0,0,0.08,12,5,6,0.6,25.2
2,7,0.04,5,45,3,0.38,73.5
2,7,0.06,56,5,5,0.8,202.2
1,5,0.07,6,10,1,0.6,30.8
1,5,0.01,40,6,4,0.7,161.6
2,7,0.1,81,12,30,0.4,261.6
2,7,0,5,9,6,0.08,-2.4
2,7,0.04,5,11,3,0.38,15.7
2,7,0.06,56,1,5,0.8,36.44
4,15,0.01,11,1,5,0.36,-1.15
4,15,0.06,2,5,1,0.35,1.9
0,0,0.07,56,1,5,0.83,37.56
